LGA_CODE21,LGA_NAME21,AREASQKM21,LATITUDE,LONGITUDE
14300,Junee,2030.0222,-34.8171937630085,147.668882491665
14350,Kempsey,3375.6704,-30.9515340303753,152.64473874802
14400,Kiama,257.6638,-34.6788579324044,150.756229643538
14500,Ku-ring-gai,85.4093,-33.7345975144323,151.150913722683
14550,Kyogle,3584.1829,-28.6177811408514,152.775581826564
14600,Lachlan,14968.2539,-32.9200953541717,146.989714041942
14650,Lake Macquarie,648.6393,-33.0388444389989,151.530187560777
14700,Lane Cove,10.4789,-33.8199808240633,151.166900763523
14750,Leeton,1167.1876,-34.5323569309123,146.302088433648
14850,Lismore,1287.7042,-28.7561621795189,153.270661356558
14870,Lithgow,4512.2561,-33.2776619646693,150.178961731131
14900,Liverpool,305.7401,-33.9359583355821,150.825212518436
14920,Liverpool Plains,5082.2398,-31.55060702438,150.438422019237
14950,Lockhart,2895.8049,-35.3312599299293,146.775443954785
15050,Maitland,391.5089,-32.7108010822137,151.549761214783
15240,Mid-Coast,10053.8633,-32.0153031798471,152.095763352854
15270,Mid-Western Regional,8752.2589,-32.5937977421497,149.742426332939
15300,Moree Plains,17902.7033,-29.2530114024442,149.628856007553
15350,Mosman,8.6503,-33.8290690219696,151.244640554533
15520,Murray River,11863.0162,-35.3246977588087,144.21164743636
15560,Murrumbidgee,6880.7902,-34.9497213237431,145.729370739176
15650,Muswellbrook,3404.8841,-32.4399116581651,150.630301509753
15700,Nambucca Valley,1491.3431,-30.6875440925442,152.768943555813
15750,Narrabri,13014.9937,-30.356478533886,149.564890076208
15800,Narrandera,4116.3458,-34.611246493118,146.579688199668
15850,Narromine,5261.5165,-32.2260761498785,148.065561062457
15900,Newcastle,186.7255,-32.8800442170779,151.695698417886
15950,North Sydney,10.491,-33.8329440647094,151.211868838074
15990,Northern Beaches,254.2072,-33.6902240397014,151.249675783529
16100,Oberon,3625.047,-33.8832786012335,149.811406412597
16150,Orange,284.2159,-33.3246486512668,149.120379515438
16200,Parkes,5957.6137,-32.8809983990149,147.961428806605
16260,Parramatta,83.8303,-33.7993304502263,151.029312634136
16350,Penrith,404.7021,-33.7653595647555,150.718076053322
16380,Port Macquarie-Hastings,3682.3915,-31.4097478996487,152.531216511012
16400,Port Stephens,858.4357,-32.7217825262704,151.844727617522
16490,Queanbeyan-Palerang Regional,5319.0075,-35.422741799425,149.627176585908
16550,Randwick,36.331,-33.9432262507673,151.240214941745
16610,Richmond Valley,3047.3748,-29.0596147876307,153.046287384118
16700,Ryde,40.4746,-33.7991260867271,151.110567793156
16900,Shellharbour,147.4208,-34.5826796213147,150.773873866399
16950,Shoalhaven,4567.2011,-35.0944139665499,150.373316693086
17000,Singleton,4892.7168,-32.6603657697168,150.964538665668
17040,Snowy Monaro Regional,15164.7904,-36.3964623488196,148.958873835444
17080,Snowy Valleys,8958.9215,-35.7337720474544,148.249204213887
17100,Strathfield,14.0008,-33.8804130464923,151.076442582042
17150,Sutherland Shire,333.5806,-34.0751275914753,151.051015734768
17200,Sydney,26.6762,-33.8894423899368,151.202761484033
17310,Tamworth Regional,9884.3505,-30.8925042317854,150.907063945977
17350,Temora,2802.0159,-34.3879265889763,147.483662246198
17400,Tenterfield,7324.3072,-28.9438106049349,152.08639569288
17420,The Hills Shire,386.1583,-33.5882478347424,150.962039590793
17550,Tweed,1307.7853,-28.3599706113738,153.356296994231
17620,Upper Hunter Shire,8096.0889,-31.9692425300882,150.726527089506
17640,Upper Lachlan Shire,7127.3957,-34.4177094912908,149.455675141213
17650,Uralla,3226.5327,-30.5076628963929,151.312335022208
17750,Wagga Wagga,4824.4888,-35.1966036796485,147.366356756486
17850,Walcha,6261.0243,-31.1638893442362,151.784534385276
17900,Walgett,22308.2528,-29.8166648849098,148.194459455033
17950,Warren,10753.7672,-31.3256398177062,147.679850207159
18020,Warrumbungle Shire,12372.12,-31.4627939484329,149.405398510176
18050,Waverley,9.3506,-33.8900382730924,151.266851473113
18100,Weddin,3414.8566,-33.8719003595725,148.011249199541
18200,Wentworth,26255.9338,-33.5701971518435,142.24289751146
18250,Willoughby,22.4257,-33.8010857151066,151.196375985537
18350,Wingecarribee,2689.3415,-34.476924136862,150.356264562924
18400,Wollondilly,2555.4341,-34.1019282214422,150.443800643472
18450,Wollongong,684.3076,-34.3688381692415,150.837145784799
18500,Woollahra,12.2584,-33.8716827923729,151.257397377656
18710,Yass Valley,3995.017,-34.954167553576,148.884994008408
19399,Unincorporated NSW,93208.9194,-30.6545234784922,142.215794079281
19499,No usual address (NSW),0,0,0
19799,Migratory - Offshore - Shipping (NSW),0,0,0
20110,Alpine,4788.157,-36.8535558395573,146.974177308072
20260,Ararat,4211.1172,-37.4726957653871,142.843197269571
20570,Ballarat,739.0321,-37.4928403156087,143.78147682479
20660,Banyule,62.5402,-37.7304278195291,145.085146794073
20740,Bass Coast,865.8094,-38.5072755000233,145.558061410905
20830,Baw Baw,4027.6287,-37.9839860463927,146.13150842041
20910,Bayside (Vic.),37.2111,-37.9418259054416,145.01815986032
21010,Benalla,2352.6398,-36.5869898704815,146.023767477273
21110,Boroondara,60.1776,-37.8192731141166,145.063095045207
21180,Brimbank,123.3991,-37.7475397687963,144.803316669454
21270,Buloke,7998.247,-35.9124379812523,143.004850543005
21370,Campaspe,4519.073,-36.345165644819,144.716418774382
21450,Cardinia,1282.5671,-38.0830006694365,145.572691122929
21610,Casey,409.4287,-38.1043370283276,145.309016793165
21670,Central Goldfields,1532.7843,-37.0071492103513,143.713846883988
21750,Colac Otway,3437.47,-38.4519476637235,143.59518787848
21830,Corangamite,4407.492,-38.2043100353352,143.198657405514
21890,Darebin,53.4712,-37.7334454529675,145.014339080402
22110,East Gippsland,20939.5016,-37.3780255042578,148.291694797538
22170,Frankston,129.5981,-38.1345950495577,145.17380467583
22250,Gannawarra,3737.5979,-35.7515203818482,143.803976967067
22310,Glen Eira,38.6908,-37.9011926689283,145.042608463425
22410,Glenelg,6218.7884,-37.8704837687387,141.385720381454
22490,Golden Plains,2703.3899,-37.8820519820131,143.842517180512
22620,Greater Bendigo,2999.9717,-36.7344279762412,144.422652024495
22670,Greater Dandenong,129.5466,-38.005576186005,145.190014986934
22750,Greater Geelong,1247.9872,-38.0689454671031,144.417168379807
22830,Greater Shepparton,2421.9092,-36.3969813972988,145.386205148664
22910,Hepburn,1472.9843,-37.3169238277093,144.057566643787
22980,Hindmarsh,7524.1823,-36.0515046213831,141.7525607977
23110,Hobsons Bay,64.2405,-37.854707451306,144.82976362611
23190,Horsham,4266.769,-36.8257318907105,142.090456627704
23270,Hume,503.8488,-37.5891690633432,144.824540256749
23350,Indigo,2040.471,-36.2255050576754,146.722955580855
23430,Kingston (Vic.),91.3676,-37.98857038121,145.10507817252
23670,Knox,113.9114,-37.8889691092394,145.258675555983
23810,Latrobe (Vic.),1425.613,-38.2745514929728,146.438140719948
23940,Loddon,6696.4447,-36.363892116579,143.867148556864
24130,Macedon Ranges,1748.284,-37.3356545357209,144.616619645853
24210,Manningham,113.3479,-37.7615771988516,145.188566719828
24250,Mansfield,3843.8535,-37.2004139831929,146.206841528803
24330,Maribyrnong,31.2258,-37.7952542427483,144.877778239109
24410,Maroondah,61.4097,-37.8048591746208,145.265267330497
24600,Melbourne,37.5452,-37.8106408943269,144.943772120967
24650,Melton,527.5374,-37.6929924449207,144.625987820667
24780,Mildura,22081.9206,-34.8692177753551,141.682883220277
24850,Mitchell,2862.0837,-37.1375172907938,145.001611162823
24900,Moira,4045.9201,-36.0618927207537,145.550359236376
24970,Monash,81.4829,-37.897128321952,145.144039360757
25060,Moonee Valley,43.1384,-37.7494867568732,144.895767622359
25150,Moorabool,2110.5504,-37.6327619218082,144.215656453935
25250,Moreland,50.9522,-37.7299053936987,144.948893943717
25340,Mornington Peninsula,723.992,-38.3416772005306,145.035295074542
25430,Mount Alexander,1529.6183,-37.0507770254685,144.192942845231
25490,Moyne,5481.686,-38.1224409680427,142.49004200832
25620,Murrindindi,3879.7505,-37.3109679201099,145.630111225895
25710,Nillumbik,432.3373,-37.6229014835316,145.23681025554
25810,Northern Grampians,5729.8765,-36.8446156987481,142.919649377389
25900,Port Phillip,20.6141,-37.8518956888586,144.966028189118
25990,Pyrenees,3434.5687,-37.3164446681396,143.375047344915
26080,Queenscliffe,8.6166,-38.2642671161642,144.647721340537
26170,South Gippsland,3296.3307,-38.6213640231584,146.075997531032
26260,Southern Grampians,6654.0186,-37.5365199931519,142.033100447314
26350,Stonnington,25.651,-37.8579416717329,145.033662825705
26430,Strathbogie,3303.2568,-36.7603183091543,145.434923477879
26490,Surf Coast,1552.944,-38.3122885723034,144.053128096003
26610,Swan Hill,6115.5373,-35.1201903542414,143.125481444929
26670,Towong,6675.1725,-36.3544212921313,147.598858490228
26700,Wangaratta,3645.1096,-36.5882558508177,146.428391287893
26730,Warrnambool,120.9487,-38.3714305369771,142.511820188827
26810,Wellington,10817.4231,-37.8943387183087,146.919358806245
26890,West Wimmera,9108.6794,-36.6755624792826,141.279353802272
26980,Whitehorse,64.2801,-37.8302353590588,145.155065816327
27070,Whittlesea,489.6938,-37.5471993318496,145.077698603197
27170,Wodonga,433.0021,-36.1504905329888,146.882615816238
27260,Wyndham,542.0943,-37.886633815356,144.618258372141
27350,Yarra,19.5421,-37.802267659431,144.998554486239
27450,Yarra Ranges,2468.2052,-37.7142632560784,145.69704243245
27630,Yarriambiack,7325.797,-35.9900508207043,142.419015772816
29399,Unincorporated Vic,283.1903,-37.8993660364055,145.892368795986
29499,No usual address (Vic.),0,0,0
29799,Migratory - Offshore - Shipping (Vic.),0,0,0
30250,Aurukun,7423.9891,-13.6093634084953,141.828454731901
30300,Balonne,31104.0851,-28.3159063223625,148.116152691723
30370,Banana,28550.1626,-24.9351540434832,149.938710154198
30410,Barcaldine,53382.654,-23.1136738188303,145.693428083466
30450,Barcoo,61830.1679,-25.1310576941757,142.267467634385
30760,Blackall Tambo,30537.248,-24.7856171441062,145.791262920395
30900,Boulia,60906.4695,-22.4804325321762,139.246447203632
31000,Brisbane,1342.7173,-27.437828441903,153.039009329355
31750,Bulloo,73722.0101,-28.0212803795861,142.594859070335
31820,Bundaberg,6431.0889,-24.9678031381682,152.035773300797
31900,Burdekin,5043.9318,-19.8235696393557,147.243112776772
31950,Burke,39681.2234,-18.0313632870514,138.947759866349
32080,Cairns,1689.3227,-17.1601455270136,145.81900858743
32250,Carpentaria,64121.0123,-17.4443835859289,141.364753875365
32260,Cassowary Coast,4687.824,-17.9595381483477,145.925979979839
32270,Central Highlands (Qld),59834.8359,-24.0314439587334,148.41581888301
32310,Charters Towers,68382.1644,-20.1488494284876,145.788210375552
32330,Cherbourg,31.6002,-26.2887958738475,151.935999323674
32450,Cloncurry,47971.2595,-20.8176909028223,140.264770450254
32500,Cook,105717.7521,-14.2359557093767,143.259670548534
32600,Croydon,29497.9025,-18.5540861131881,142.216808973713
32750,Diamantina,94722.429,-24.6302484320928,139.73198957259
32770,Doomadgee,1827.6518,-17.5965150470521,138.780961346971
32810,Douglas,2427.8626,-16.2220275203461,145.286704573101
33100,Etheridge,39199.2956,-18.504607585836,143.66041285056
33200,Flinders (Qld),41199.9375,-20.97386690998,144.321734902348
33220,Fraser Coast,7104.5984,-25.5278891950921,152.676737772451
33360,Gladstone,10484.2861,-24.1763104514792,151.307037425286
33430,Gold Coast,1333.386,-27.9804886646223,153.31847696282
33610,Goondiwindi,19265.7098,-28.3736713906637,150.339899929738
33620,Gympie,6883.9781,-26.1470248636197,152.463641412995
33800,Hinchinbrook,2807.1889,-18.6618817384607,146.047616388153
33830,Hope Vale,1111.7099,-15.1677370756979,145.191574299215
33960,Ipswich,1093.8562,-27.6656028871411,152.667468669441
33980,Isaac,58707.9192,-22.2380885238331,147.89185876662
34420,Kowanyama,2555.3325,-15.3195143303156,141.810571600376
34530,Livingstone,11757.8686,-22.7959713949012,150.193481234727
34570,Lockhart River,3576.6839,-13.0053281533117,143.24029949711
34580,Lockyer Valley,2269.0054,-27.6427172323164,152.24055826206
34590,Logan,958.1333,-27.7623835343123,153.040213023458
34710,Longreach,40572.2442,-23.7181205772001,143.959326390389
34770,Mackay,7613.2963,-21.139078868539,148.804250079447
34800,McKinlay,40736.7989,-20.5339840915342,141.58697204807
34830,Mapoon,537.2366,-12.1417032685625,141.919806941783
34860,Maranoa,58719.3449,-26.5442708216678,148.287698876573
34880,Mareeba,53491.0502,-16.9847237696399,143.955179288632
35010,Moreton Bay,2041.4737,-27.1179804865532,152.883126192537
35250,Mornington,1247.6932,-16.6318196302415,139.401320081409
35300,Mount Isa,43715.1975,-19.9538943528923,138.782231294245
35600,Murweh,40699.7586,-26.1896664310759,146.489483054566
35670,Napranum,2004.3468,-12.5157543932613,142.112448002268
35740,Noosa,869.8657,-26.3248416419028,152.945582153852
35760,North Burnett,19669.8489,-25.3552708277838,151.204173277437
35780,Northern Peninsula Area,1052.0676,-11.0049026548343,142.312898483348
35790,Palm Island,71.9928,-18.7313477424798,146.600259899207
35800,Paroo,47614.9225,-28.0729544104508,145.771317958185
36070,Pormpuraaw,4395.3654,-14.7193931489354,141.807405599025
36150,Quilpie,67414.6563,-26.3488166082975,143.893445551456
36250,Redland,537.1672,-27.5685859683211,153.360848931054
36300,Richmond,26580.748,-20.540642035413,142.901064546087
36370,Rockhampton,6570.2667,-23.4411307348403,150.218427433716
36510,Scenic Rim,4243.0014,-28.0623270307612,152.796212828746
36580,Somerset,5373.4335,-27.0089239832464,152.425219473073
36630,South Burnett,8381.558,-26.405208146121,151.646931890334
36660,Southern Downs,7106.436,-28.4054322832652,151.885799383051
36720,Sunshine Coast,2253.8522,-26.6961688433304,152.898358049121
36820,Tablelands,11292.8695,-17.9307794575378,145.330541750935
36910,Toowoomba,12957.2103,-27.5819796104895,151.533899124408
36950,Torres,883.7402,-10.7311480434738,142.412284399959
36960,Torres Strait Island,490.0453,-9.85910039866274,142.365604412758
37010,Townsville,3730.8199,-19.3908199302401,146.71167731092
37300,Weipa,10.4643,-12.639629053562,141.879778085837
37310,Western Downs,37922.5007,-26.8417630766428,150.34766206626
37340,Whitsunday,23818.9729,-20.7009266716436,147.724707662918
37400,Winton,53813.4826,-22.5391313254253,142.424505400334
37550,Woorabinda,390.5578,-23.9439385066756,149.525552273783
37570,Wujal Wujal,11.842,-15.9682899491358,145.313200037299
37600,Yarrabah,158.8381,-16.9945262177492,145.897167211235
39499,No usual address (Qld),0,0,0
39799,Migratory - Offshore - Shipping (Qld),0,0,0
40070,Adelaide,15.5733,-34.9219694428985,138.598919847049
40120,Adelaide Hills,794.4957,-34.8928102316295,138.836236439059
40150,Adelaide Plains,932.4913,-34.4806085409212,138.454684320786
40220,Alexandrina,1826.8067,-35.3519004539793,138.878359177324
40250,Anangu Pitjantjatjara Yunkunytjatjara,102348.117,-27.0776064704133,131.205735973837
40310,Barossa,893.5424,-34.6210508495706,139.001689622782
40430,Barunga West,1590.3887,-33.7989535135108,137.956344049101
40520,Berri Barmera,476.1962,-34.2658409610218,140.48891269884
40700,Burnside,27.5183,-34.9399628300184,138.659874426786
40910,Campbelltown (SA),24.3485,-34.8837122871756,138.682240878705
41010,Ceduna,5420.3435,-32.1020980032195,133.87242839379
41060,Charles Sturt,54.7876,-34.8903515617258,138.523618333389
41140,Clare and Gilbert Valleys,1892.4466,-34.0039565978199,138.735976743493
41190,Cleve,5018.8483,-33.6502960585053,136.284758066067
41330,Coober Pedy,77.6795,-29.0158448545725,134.752361001803
41560,Copper Coast,772.9149,-33.9833791357684,137.72896580692
41750,Elliston,6741.9317,-33.5615395015671,135.344615186156
41830,Flinders Ranges,4070.4827,-32.0756103631297,138.301198163074
41960,Franklin Harbour,2755.5639,-33.5342895568561,136.96441541996
42030,Gawler,41.1379,-34.6221132804918,138.729889246705
42110,Goyder,6715.1418,-33.6459576602499,139.074082428675
42250,Grant,1897.8235,-37.8460857329982,140.724750809939
42600,Holdfast Bay,13.752,-35.0011304750213,138.521317221359
42750,Kangaroo Island,4400.863,-35.8278057594928,137.239776953332
43080,Karoonda East Murray,4415.796,-34.9504915184979,140.02010194738
43220,Kimba,5697.1074,-33.0026796869173,136.143807040075
43360,Kingston (SA),3339.7952,-36.6435022917609,140.025516460041
43650,Light,1276.8453,-34.4110920684804,138.846501519943
43710,Lower Eyre Peninsula,4721.3922,-34.4124432538311,135.597086247159
43790,Loxton Waikerie,7763.8714,-34.5082153379886,140.351627848813
44000,Maralinga Tjarutja,105766.3105,-29.3498276718453,130.962473579294
44060,Marion,55.6406,-35.0324694966218,138.539703522059
44210,Mid Murray,6271.6255,-34.4502073013583,139.461394121896
44340,Mitcham,75.5468,-35.0038621429449,138.621757290698
44550,Mount Barker,594.6406,-35.0857958103666,138.875011551344
44620,Mount Gambier,33.8938,-37.8253318074772,140.781689099988
44830,Mount Remarkable,3422.7733,-32.7582708802091,138.205120277571
45040,Murray Bridge,1831.7597,-35.1593050824554,139.301790119337
45090,Naracoorte Lucindale,4519.715,-36.9772608626878,140.547322316817
45120,Northern Areas,2986.1818,-33.2863955201502,138.511427048669
45290,Norwood Payneham and St Peters,15.1036,-34.9075603325173,138.636456877565
45340,Onkaparinga,518.1255,-35.1786745177736,138.56885982366
45400,Orroroo Carrieton,3321.8239,-32.5207554431681,138.639361175694
45540,Peterborough,3020.142,-32.8641089922141,139.059648441901
45680,Playford,345.2038,-34.6888757545571,138.662973825713
45890,Port Adelaide Enfield,91.7588,-34.8406984724228,138.561514918678
46090,Port Augusta,1157.9905,-32.5911232035597,137.751178074127
46300,Port Lincoln,30.3681,-34.7292075778451,135.851136138982
46450,Port Pirie,1760.7097,-33.3768287554171,138.105939755882
46510,Prospect,7.7915,-34.8839835419749,138.597943051371
46670,Renmark Paringa,916.442,-34.1822609338832,140.814121618396
46860,Robe,1091.7162,-37.1876707486251,139.979449300317
46970,Roxby Downs,110.4778,-30.5543721977959,136.881186378533
47140,Salisbury,159.8432,-34.7726454477045,138.611306564265
47290,Southern Mallee,5702.2024,-35.3939071829883,140.574358502269
47490,Streaky Bay,6222.8591,-32.7089033624348,134.564036503583
47630,Tatiara,6527.2342,-36.2279079186772,140.584448986441
47700,Tea Tree Gully,95.2109,-34.8051480752539,138.718048176936
47800,Coorong,8833.4339,-35.7137947435928,139.761318522292
47910,Tumby Bay,2669.0794,-34.179320386476,136.019705466256
47980,Unley,14.2703,-34.9547836701859,138.604039532135
48050,Victor Harbor,384.6255,-35.5127763611197,138.54616868319
48130,Wakefield,3468.4879,-33.9914317968836,138.356512291306
48260,Walkerville,3.53,-34.8927722973511,138.617116723801
48340,Wattle Range,3926.2101,-37.470397066601,140.518870520454
48410,West Torrens,37.0886,-34.9414175067609,138.543819349043
48540,Whyalla,1071.3397,-33.0373055384289,137.494344378818
48640,Wudinna,5075.2783,-33.0286504329892,135.314646240297
48750,Yankalilla,751.2577,-35.5185787295469,138.337100419972
48830,Yorke Peninsula,5899.6397,-34.6836977298304,137.55994974026
49399,Unincorporated SA,619426.0858,-29.5880273028346,136.774589764836
49499,No usual address (SA),0,0,0
49799,Migratory - Offshore - Shipping (SA),0,0,0
50080,Albany,4308.458,-34.7391180752447,118.182584861653
50210,Armadale,559.5258,-32.1675185659201,116.136988772817
50250,Ashburton,100817.3112,-22.4936358327601,116.726255027632
50280,Augusta Margaret River,2122.375,-34.030863879567,115.227801488985
50350,Bassendean,10.3449,-31.9038341345401,115.945231776501
50420,Bayswater,34.6169,-31.9037755199045,115.907827720079
50490,Belmont,39.8246,-31.9562202662356,115.94832848376
50560,Beverley,2370.5195,-32.174651047126,116.796589855884
50630,Boddington,1904.4791,-32.8162828815016,116.399900815594
50770,Boyup Brook,2826.4585,-33.8917542503925,116.524040914653
50840,Bridgetown-Greenbushes,1337.361,-34.0037675492272,116.191000889773
50910,Brookton,1601.1532,-32.3619818731049,117.003099729811
50980,Broome,54401.8236,-18.6702047815955,122.463688922008
51080,Broomehill-Tambellup,2609.6612,-34.0024963829688,117.661329138911
51120,Bruce Rock,2724.6944,-31.9525760422603,118.028640368676
51190,Bunbury,65.4163,-33.3516331857968,115.664404870277
51260,Busselton,1454.0509,-33.718430654085,115.348870741384
51310,Cambridge,21.9555,-31.9362652656864,115.786410071987
51330,Canning,64.8791,-32.0368812276612,115.91636169576
51400,Capel,557.8983,-33.5323372199466,115.635730684358
51470,Carnamah,2870.9316,-29.7732098807343,115.577841517995
51540,Carnarvon,46574.705,-24.349951480943,114.391037462538
51610,Chapman Valley,3981.3333,-28.3223634954773,115.059136713866
51680,Chittering,1219.9032,-31.3743813103989,116.078346798759
51710,Christmas Island,136.1356,-10.4853427754855,105.636480360305
51750,Claremont,4.9554,-31.9801357157366,115.779986768593
51820,Cockburn,167.9415,-32.1142674080921,115.792901923062
51860,Cocos Islands,13.7258,-12.1345673954161,96.8622732711502
51890,Collie,1709.815,-33.2835413782579,116.211576846162
51960,Coolgardie,30297.6977,-31.1867718075587,120.964472893526
52030,Coorow,4189.8721,-30.021602908217,115.759226050036
52100,Corrigin,2681.271,-32.35835324172,117.799039668007
52170,Cottesloe,3.8564,-31.9939898481792,115.758506804836
52240,Cranbrook,3276.0464,-34.3148050691366,117.285883371102
52310,Cuballing,1195.3369,-32.7353959527309,117.159184706497
52380,Cue,13582.1956,-27.3108071309465,117.940050930102
52450,Cunderdin,1862.4457,-31.5995679719229,117.155730306472
52520,Dalwallinu,7224.3566,-30.1252333285557,116.944764749794
52590,Dandaragan,6711.5721,-30.5396003101383,115.506080640578
52660,Dardanup,525.8017,-33.4154116009937,115.851925525731
52730,Denmark,1859.8487,-34.8904711427352,117.118838943064
52800,Derby-West Kimberley,119730.9696,-17.7910427381277,124.97751708523
52870,Donnybrook-Balingup,1559.856,-33.6695396752799,115.973548867219
52940,Dowerin,1863.0851,-31.1076428861792,117.111278637122
53010,Dumbleyung,2539.2249,-33.2244879599099,117.964537915682
53080,Dundas,92886.3668,-32.011315045632,124.417953118376
53150,East Fremantle,3.1384,-32.0379268416917,115.768178154834
53220,East Pilbara,372295.6721,-21.7684488894841,123.596496709894
53290,Esperance,44797.5456,-33.2219588965132,122.250291288184
53360,Exmouth,6488.2097,-22.5216767025125,114.167021471106
53430,Fremantle,19.2892,-32.0574252342834,115.766137550178
53570,Gingin,3208.3585,-31.1915666149879,115.699184736858
53640,Gnowangerup,4265.0423,-34.0621217013763,118.288752532908
53710,Goomalling,1835.4294,-31.2428275474728,116.784758295456
53780,Gosnells,127.2976,-32.0662183830978,115.99214747408
53800,Greater Geraldton,9909.0002,-28.5615344811489,115.497158987349
53920,Halls Creek,133045.9733,-19.2580974610922,127.616804398777
53990,Harvey,1727.607,-33.1010914210672,115.912506341326
54060,Irwin,2369.3298,-29.3260286195571,115.091821920562
54130,Jerramungup,6511.1803,-34.0705825779615,119.10118876086
54170,Joondalup,98.942,-31.7834846546431,115.766709480875
54200,Kalamunda,324.2958,-32.0122316665436,116.122774125573
54280,Kalgoorlie-Boulder,95500.292,-30.7494081751337,125.051329009833
54310,Karratha,15238.2934,-21.0492837237473,117.036012726322
54340,Katanning,1518.1854,-33.6482869650143,117.68422686413
54410,Kellerberrin,1915.433,-31.5823323491125,117.814536234728
54480,Kent,5624.5818,-33.5508158310889,118.572245931684
54550,Kojonup,2930.9925,-33.9076231444127,117.04802251223
54620,Kondinin,7440.8016,-32.427303586582,119.184809437833
54690,Koorda,2832.313,-30.5904780827867,117.425471815793
54760,Kulin,4718.9219,-32.7175066001125,118.576116530163
54830,Kwinana,120.0123,-32.227676812942,115.82867276798
54900,Lake Grace,11886.3198,-33.0598836074585,119.287538712884
54970,Laverton,179993.971,-27.8911007163496,125.401674152377
55040,Leonora,31915.0562,-28.2123142772865,121.145375831209
55110,Mandurah,174.8968,-32.6337825678384,115.682934808248
55180,Manjimup,7029.6076,-34.5571267650133,116.325688982124
55250,Meekatharra,100188.5478,-25.1400967828243,118.864022636041
55320,Melville,52.8505,-32.0474332187732,115.829398872069
55390,Menzies,124115.424,-29.5750954705651,123.97110701328
55460,Merredin,3293.7824,-31.5153142329068,118.359359123774
