lga_code16,lga_name16,area_sqkm,latitude,longitude
17200,Sydney,26.7429,-33.88936327,151.2027401
17310,Tamworth Regional,9884.3506,-30.89251696,150.9070581
17350,Temora,2802.016,-34.38793959,147.4836563
17400,Tenterfield,7322.793,-28.943838,152.0864322
17420,The Hills Shire,386.1588,-33.58826054,150.9620341
17550,Tweed,1307.6562,-28.3600007,153.3562683
17620,Upper Hunter Shire,8096.0892,-31.96925527,150.7265213
17640,Upper Lachlan Shire,7127.3957,-34.41772233,149.4556695
17650,Uralla,3226.5327,-30.50767559,151.3123292
17750,Wagga Wagga,4824.4889,-35.19661668,147.3663509
17850,Walcha,6261.0242,-31.16390199,151.7845287
17900,Walgett,22308.3848,-29.81665911,148.1944552
17950,Warren,10753.7673,-31.32565282,147.679844
18020,Warrumbungle Shire,12372.1201,-31.46280681,149.4053925
18050,Waverley,9.3507,-33.89005095,151.2668461
18100,Weddin,3414.8566,-33.87191332,148.0112433
18200,Wentworth,26256.2398,-33.57021125,142.2428801
18230,Western Plains Regional,7534.5251,-32.42471665,148.8544108
18250,Willoughby,22.4258,-33.8010984,151.1963705
18350,Wingecarribee,2689.3413,-34.47693689,150.3562591
18400,Wollondilly,2555.434,-34.10194097,150.4437951
18450,Wollongong,683.986,-34.36879339,150.8371162
18500,Woollahra,12.2775,-33.87167499,151.2573923
18710,Yass Valley,3995.3257,-34.9542016,148.8849936
19399,Unincorporated NSW,93214.1592,-30.65472049,142.2156911
19499,No usual address (NSW),0,,
19799,Migratory - Offshore - Shipping (NSW),0,,
20110,Alpine,4788.1568,-36.85356886,146.9741716
20260,Ararat,4211.1171,-37.47270907,142.8431909
20570,Ballarat,739.0321,-37.49285356,143.7814706
20660,Banyule,62.5402,-37.73044097,145.0851409
20740,Bass Coast,865.8095,-38.50728862,145.5580557
20830,Baw Baw,4027.6287,-37.98399912,146.1315027
20910,Bayside,37.2111,-37.94183906,145.0181539
21010,Benalla,2352.6397,-36.58700297,146.0237616
21110,Boroondara,60.1774,-37.81928627,145.0630891
21180,Brimbank,123.3991,-37.74755294,144.8033107
21270,Buloke,8000.4027,-35.91238555,143.0049303
21370,Campaspe,4518.8582,-36.3451923,144.716414
21450,Cardinia,1282.5678,-38.08301379,145.5726853
21610,Casey,409.4289,-38.10435017,145.3090109
21670,Central Goldfields,1532.7843,-37.00716246,143.7138406
21750,Colac-Otway,3437.4701,-38.45196091,143.5951818
21830,Corangamite,4407.4921,-38.20432331,143.1986512
21890,Darebin,53.4711,-37.73345861,145.0143331
22110,East Gippsland,20940.2326,-37.37801723,148.2916666
22170,Frankston,129.598,-38.1346082,145.1737988
22250,Gannawarra,3735.3353,-35.75158154,143.8042323
22310,Glen Eira,38.6906,-37.90120582,145.0426025
22410,Glenelg,6218.5734,-37.87049854,141.3857282
22490,Golden Plains,2703.3898,-37.88206522,143.8425111
22620,Greater Bendigo,2999.9721,-36.73444118,144.4226459
22670,Greater Dandenong,129.5469,-38.00558933,145.1900091
22750,Greater Geelong,1247.9876,-38.06895866,144.4171624
22830,Greater Shepparton,2421.9093,-36.39699454,145.3861991
22910,Hepburn,1472.9844,-37.31693705,144.0575605
22980,Hindmarsh,7524.1824,-36.05151799,141.7525541
23110,Hobsons Bay,64.2404,-37.85472062,144.8297577
23190,Horsham,4266.769,-36.82574524,142.0904501
23270,Hume,503.8505,-37.58918224,144.8245343
23350,Indigo,2040.069,-36.22554892,146.7230938
23430,Kingston (Vic.),91.3677,-37.98858353,145.1050723
23670,Knox,113.9115,-37.88898225,145.2586697
23810,Latrobe (Vic.),1425.6128,-38.27456455,146.4381351
23940,Loddon,6696.4447,-36.36390536,143.8671423
24130,Macedon Ranges,1748.2837,-37.33566772,144.6166136
24210,Manningham,113.3478,-37.76159035,145.1885608
24250,Mansfield,3843.8535,-37.20042706,146.2068357
24330,Maribyrnong,31.2254,-37.79526741,144.8777723
24410,Maroondah,61.4097,-37.80487232,145.2652614
24600,Melbourne,37.3513,-37.81049809,144.9439049
24650,Melton,527.5374,-37.69300563,144.6259818
24780,Mildura,22082.4836,-34.86921286,141.6828621
24850,Mitchell,2862.0833,-37.13753045,145.0016052
24900,Moira,4046.3738,-36.06189191,145.5503582
24970,Monash,81.4829,-37.89714147,145.1440335
25060,Moonee Valley,43.1386,-37.74949992,144.8957617
25150,Moorabool,2110.5504,-37.63277513,144.2156504
25250,Moreland,50.9519,-37.72991856,144.948888
25340,Mornington Peninsula,724.1679,-38.34168734,145.0353317
25430,Mount Alexander,1529.6184,-37.05079024,144.1929367
25490,Moyne,5481.6861,-38.12245428,142.4900357
25620,Murrindindi,3879.7505,-37.31098104,145.6301053
25710,Nillumbik,432.3373,-37.62291463,145.2368043
25810,Northern Grampians,5729.8764,-36.844629,142.919643
25900,Port Phillip,20.7092,-37.85181579,144.9657972
25990,Pyrenees,3434.5689,-37.31645794,143.3750411
26080,Queenscliffe,8.6166,-38.2642803,144.6477154
26170,South Gippsland,3296.3307,-38.6213771,146.0759919
26260,Southern Grampians,6654.0186,-37.53653334,142.033094
26350,Stonnington,25.6514,-37.85795483,145.0336569
26430,Strathbogie,3303.2568,-36.76033145,145.4349175
26490,Surf Coast,1552.944,-38.31230179,144.0531221
26610,Swan Hill,6115.3087,-35.12020531,143.1254554
26670,Towong,6674.9467,-36.35445047,147.5988579
26700,Wangaratta,3645.1095,-36.58826892,146.4283855
26730,Warrnambool,120.9488,-38.37144385,142.5118139
26810,Wellington,10817.3346,-37.89435055,146.9193477
26890,West Wimmera,9108.2042,-36.67556543,141.2793633
26980,Whitehorse,64.28,-37.83024851,145.1550599
27070,Whittlesea,489.6939,-37.54721249,145.0776927
27170,Wodonga,432.6894,-36.15055606,146.8826174
27260,Wyndham,542.0949,-37.886647,144.6182524
27350,Yarra,19.5425,-37.80228082,144.9985486
27450,Yarra Ranges,2468.205,-37.71427637,145.6970366
27630,Yarriambiack,7325.797,-35.99006416,142.4190092
29399,Unincorporated Vic,283.0142,-37.89911012,145.8927899
29499,No usual address (Vic.),0,,
29799,Migratory - Offshore - Shipping (Vic.),0,,
30250,Aurukun,7423.989,-13.60937695,141.8284466
30300,Balonne,31103.7071,-28.31589449,148.1161709
30370,Banana,28550.1626,-24.93516691,149.9387035
30410,Barcaldine,53382.6558,-23.11368703,145.6934209
30450,Barcoo,61830.0907,-25.13106967,142.2674619
30760,Blackall-Tambo,30537.2479,-24.78563034,145.7912559
30900,Boulia,60905.7352,-22.48046453,139.2464543
31000,Brisbane,1342.7188,-27.43784099,153.0390033
31750,Bulloo,73723.751,-28.02130615,142.5948361
31820,Bundaberg,6432.6598,-24.96787263,152.0359012
31900,Burdekin,5043.9317,-19.82358277,147.2431054
31950,Burke,39684.0526,-18.03133152,138.9476841
32080,Cairns,1689.3129,-17.16016024,145.8190011
32250,Carpentaria,64121.0124,-17.44439712,141.3647459
32260,Cassowary Coast,4687.824,-17.95955139,145.9259724
32270,Central Highlands (Qld),59834.8359,-24.03145696,148.415812
32310,Charters Towers,68382.1643,-20.14886267,145.7882029
32330,Cherbourg,31.6002,-26.28880854,151.935993
32450,Cloncurry,47971.2596,-20.81770446,140.2647626
32500,Cook,105719.7397,-14.23594196,143.2596664
32600,Croydon,29497.9024,-18.55409959,142.2168011
32750,Diamantina,94730.4545,-24.63027467,139.7318197
32770,Doomadgee,1827.6518,-17.59652869,138.7809532
32810,Douglas,2427.8626,-16.22204082,145.2866968
33100,Etheridge,39199.2956,-18.50462098,143.6604051
33200,Flinders (Qld),41199.9374,-20.97388024,144.3217274
33220,Fraser Coast,7102.9419,-25.52798321,152.6767553
33360,Gladstone,10484.2862,-24.1763232,151.3070308
33430,Gold Coast,1333.7031,-27.98055785,153.318477
33610,Goondiwindi,19258.1008,-28.37358977,150.3398927
33620,Gympie,6883.9713,-26.14703772,152.4636346
33800,Hinchinbrook,2807.1889,-18.66189497,146.0476088
33830,Hope Vale,1111.7099,-15.16775039,145.1915664
33960,Ipswich,1084.9777,-27.66448157,152.6662812
33980,Isaac,58707.9174,-22.23810156,147.8918517
34420,Kowanyama,2555.3325,-15.31952785,141.8105636
34530,Livingstone,11757.8683,-22.79598426,150.1934744
34570,Lockhart River,3574.5183,-13.00548318,143.2402471
34580,Lockyer Valley,2269.0053,-27.64272986,152.2405522
34590,Logan,958.1322,-27.76239609,153.040207
34710,Longreach,40572.2443,-23.71813391,143.9593191
34770,Mackay,7613.2964,-21.13909186,148.804243
34800,McKinlay,40736.7989,-20.53399759,141.5869643
34830,Mapoon,537.1003,-12.14176175,141.9198042
34860,Maranoa,58704.3908,-26.5443438,148.2873869
34880,Mareeba,53502.0248,-16.98496464,143.9553609
35010,Moreton Bay,2041.4746,-27.11799306,152.8831201
35250,Mornington,1247.6932,-16.63183326,139.401312
35300,Mount Isa,43713.0221,-19.95391499,138.7822624
35600,Murweh,40699.7585,-26.18967957,146.4894762
35670,Napranum,2004.3545,-12.51576777,142.1124382
35740,Noosa,869.8657,-26.32485421,152.945576
35760,North Burnett,19669.8489,-25.35528358,151.2041668
35780,Northern Peninsula Area,1052.0676,-11.00491619,142.3128902
35790,Palm Island,71.9928,-18.73136093,146.6002524
35800,Paroo,47612.8774,-28.0729194,145.7712821
36070,Pormpuraaw,4395.3657,-14.71940668,141.8073975
36150,Quilpie,67414.6563,-26.34882992,143.8934384
36250,Redland,537.167,-27.56859849,153.3608429
36300,Richmond,26580.7478,-20.54065546,142.9010569
36370,Rockhampton,6570.2667,-23.44114359,150.2184207
36510,Scenic Rim,4251.6225,-28.06178715,152.7962212
36580,Somerset,5373.4337,-27.0089366,152.4252133
36630,South Burnett,8381.558,-26.40522084,151.6469256
36660,Southern Downs,7107.816,-28.40552515,151.8858125
36720,Sunshine Coast,2253.8526,-26.69618141,152.8983519
36820,Tablelands,11281.895,-17.93064047,145.3309794
36910,Toowoomba,12957.2108,-27.58199231,151.5338929
36950,Torres,883.731,-10.73116317,142.4122781
36960,Torres Strait Island,490.031,-9.859117374,142.3655714
37010,Townsville,3730.82,-19.39083311,146.7116699
37300,Weipa,10.8218,-12.64044586,141.8789038
37310,Western Downs,37937.4546,-26.84156657,150.3473187
37340,Whitsunday,23818.8922,-20.70094104,147.7246964
37400,Winton,53813.4826,-22.53914476,142.4244978
37550,Woorabinda,390.5578,-23.94395142,149.5255455
37570,Wujal Wujal,11.842,-15.96830325,145.3131922
37600,Yarrabah,158.8381,-16.99453947,145.8971595
39499,No usual address (Qld),0,,
39799,Migratory - Offshore - Shipping (Qld),0,,
40070,Adelaide,15.5733,-34.92198297,138.5989126
40120,Adelaide Hills,794.4957,-34.89282375,138.8362292
40220,Alexandrina,1826.8066,-35.35191397,138.878352
40250,Anangu Pitjantjatjara,102353.0512,-27.07764262,131.205581
40310,Barossa,893.5424,-34.62106437,139.0016824
40430,Barunga West,1590.3887,-33.79896708,137.9563366
40520,Berri and Barmera,476.1962,-34.26585441,140.4889057
40700,Burnside,27.5183,-34.93997636,138.6598672
40910,Campbelltown (SA),24.3486,-34.88372581,138.6822336
41010,Ceduna,5420.3436,-32.1021117,133.8724203
41060,Charles Sturt,54.7876,-34.8903651,138.5236111
41140,Clare and Gilbert Valleys,1892.4466,-34.00397013,138.7359695
41190,Cleve,5018.8484,-33.65030968,136.2847504
41330,Coober Pedy,77.6795,-29.01585855,134.7523529
41560,Copper Coast,772.9149,-33.98339271,137.7289584
41750,Elliston,6741.9317,-33.56155315,135.3446074
41830,Flinders Ranges,4070.4827,-32.07562393,138.3011907
41960,Franklin Harbour,2755.564,-33.53430316,136.9644078
42030,Gawler,41.1379,-34.62212681,138.729882
42110,Goyder,6715.1418,-33.64597118,139.0740752
42250,Grant,1898.0143,-37.84610371,140.7247687
42600,Holdfast Bay,13.752,-35.00114401,138.52131
42750,Kangaroo Island,4400.8558,-35.82781953,137.2397688
43080,Karoonda East Murray,4415.7959,-34.95050499,140.0200949
43220,Kimba,5697.1076,-33.00269332,136.1437993
43360,Kingston (SA),3339.7952,-36.64351575,140.0255096
43650,Light (RegC),1276.8453,-34.41110559,138.8464943
43710,Lower Eyre Peninsula,4721.2875,-34.41245493,135.597083
43790,Loxton Waikerie,7763.9231,-34.50822872,140.3516249
43920,Mallala,932.4913,-34.48062208,138.454677
44000,Maralinga Tjarutja,102703.899,-29.32921714,130.9386591
44060,Marion,55.6407,-35.03248303,138.5396963
44210,Mid Murray,6271.6254,-34.4502208,139.461387
44340,Mitcham,75.5468,-35.00387567,138.6217501
44550,Mount Barker,594.6405,-35.08580933,138.8750044
44620,Mount Gambier,33.8938,-37.82534522,140.7816824
44830,Mount Remarkable,3422.7733,-32.75828444,138.2051128
45040,Murray Bridge,1831.7597,-35.15931858,139.301783
45090,Naracoorte and Lucindale,4520.127,-36.97725532,140.5473539
45120,Northern Areas,2986.1818,-33.28640907,138.5114197
45290,Norwood Payneham St Peters,15.1036,-34.90757386,138.6364496
45340,Onkaparinga,518.1251,-35.17868805,138.5688526
45400,Orroroo/Carrieton,3321.8238,-32.52076899,138.6393538
45540,Peterborough,3020.142,-32.86412252,139.0596411
45680,Playford,345.203,-34.68888928,138.6629666
45890,Port Adelaide Enfield,91.7586,-34.84071201,138.5615077
46090,Port Augusta,1195.5836,-32.59564699,137.7551665
46300,Port Lincoln,30.3681,-34.72922121,135.8511284
46450,Port Pirie City and Dists,1760.7097,-33.37684232,138.1059323
46510,Prospect,7.7915,-34.88399707,138.5979358
46670,Renmark Paringa,915.8655,-34.18235452,140.8140211
46860,Robe,1091.7162,-37.1876842,139.9794424
46970,Roxby Downs,110.4762,-30.55438582,136.8811786
47140,Salisbury,159.8432,-34.77265898,138.6112993
47290,Southern Mallee,5702.2095,-35.39392082,140.5743521
47490,Streaky Bay,6222.8591,-32.70891704,134.5640285
47630,Tatiara,6527.2084,-36.22791994,140.5844406
47700,Tea Tree Gully,95.2108,-34.8051616,138.7180409
47800,The Coorong,8833.4534,-35.71380809,139.7613103
47910,Tumby Bay,2669.0747,-34.17933413,136.0196972
47980,Unley,14.2703,-34.9547972,138.6040323
48050,Victor Harbor,384.6255,-35.51278989,138.5461615
48130,Wakefield,3468.4881,-33.99144534,138.356505
48260,Walkerville,3.53,-34.89278583,138.6171095
48340,Wattle Range,3926.3233,-37.47040532,140.5188768
48410,West Torrens,37.04,-34.94140638,138.5438613
48540,Whyalla,1071.6099,-33.03731103,137.4943571
48640,Wudinna,5075.2783,-33.02866409,135.3146384
48750,Yankalilla,751.2577,-35.51859227,138.3370932
48830,Yorke Peninsula,5899.6079,-34.68371184,137.5599406
49399,Unincorporated SA,622489.1953,-29.59022526,136.7496131
49499,No usual address (SA),0,,
49799,Migratory - Offshore - Shipping (SA),0,,
50080,Albany,4310.8905,-34.73895437,118.1830048
50210,Armadale,559.5261,-32.16753197,116.1369781
50250,Ashburton,100816.1523,-22.49367631,116.7262577
50280,Augusta-Margaret River,2122.3749,-34.03087723,115.2277905
50350,Bassendean,10.3449,-31.90384753,115.9452211
50420,Bayswater,32.7699,-31.9057236,115.9082766
50490,Belmont,39.6519,-31.9563827,115.9482789
50560,Beverley,2370.5195,-32.17466449,116.7965793
50630,Boddington,1904.4791,-32.8162963,116.3998901
50770,Boyup Brook,2826.4586,-33.89176767,116.5240302
50840,Bridgetown-Greenbushes,1337.361,-34.00378095,116.1909901
50910,Brookton,1601.1532,-32.36199532,117.0030892
50980,Broome,54371.5979,-18.67146157,122.4632905
51080,Broomehill-Tambellup,2609.6585,-34.00250967,117.6613186
51120,Bruce Rock,2724.6944,-31.95258954,118.02863
51190,Bunbury,65.4163,-33.35164656,115.664394
51260,Busselton,1454.0505,-33.71844401,115.3488598
51310,Cambridge,21.9936,-31.93629954,115.7864322
51330,Canning,64.8789,-32.03689462,115.916351
51400,Capel,557.8983,-33.53235059,115.6357198
51470,Carnamah,2870.9247,-29.77322287,115.5778324
51540,Carnarvon,46574.4709,-24.34995848,114.3910292
51610,Chapman Valley,3981.3333,-28.32237686,115.0591262
51680,Chittering,1219.9032,-31.37439472,116.0783362
51750,Claremont,4.9556,-31.9801491,115.779976
51820,Cockburn,167.8989,-32.11430928,115.7929531
51890,Collie,1709.8149,-33.28355478,116.2115661
51960,Coolgardie,30297.6977,-31.18678543,120.964463
52030,Coorow,4189.8791,-30.02161616,115.7592142
52100,Corrigin,2681.2709,-32.35836673,117.7990292
52170,Cottesloe,3.8564,-31.99400324,115.7584961
52240,Cranbrook,3276.0491,-34.31481842,117.285873
52310,Cuballing,1195.337,-32.73540941,117.1591741
52380,Cue,13582.1956,-27.31082065,117.9400408
52450,Cunderdin,1862.4458,-31.59958143,117.1557198
52520,Dalwallinu,7224.3566,-30.12524679,116.9447543
52590,Dandaragan,6711.5721,-30.53961369,115.50607
52660,Dardanup,525.8017,-33.41542499,115.8519147
52730,Denmark,1859.8488,-34.89048459,117.1188282
52800,Derby-West Kimberley,119761.1954,-17.79071016,124.9770556
52870,Donnybrook-Balingup,1559.8561,-33.66955307,115.973538
52940,Dowerin,1863.0851,-31.10765635,117.1112682
53010,Dumbleyung,2539.2249,-33.22450145,117.9645274
53080,Dundas,92885.0302,-32.01133557,124.417878
53150,East Fremantle,3.1384,-32.03794023,115.7681674
53220,East Pilbara,372307.466,-21.76848399,123.5966594
53290,Esperance,44797.5456,-33.22197255,122.2502815
53360,Exmouth,6488.0705,-22.52170213,114.1670118
53430,Fremantle,19.0103,-32.05764722,115.7665602
53570,Gingin,3208.3585,-31.19158,115.6991741
53640,Gnowangerup,4265.0424,-34.06213521,118.288742
53710,Goomalling,1835.4294,-31.24284099,116.7847478
53780,Gosnells,127.2975,-32.06623178,115.9921368
53800,Greater Geraldton,9909.0003,-28.56154787,115.4971485
53920,Halls Creek,133061.0128,-19.25821692,127.6169531
53990,Harvey,1727.6068,-33.10110481,115.9124956
54060,Irwin,2369.3298,-29.32604198,115.0918113
54130,Jerramungup,6508.5904,-34.07044001,119.1012654
54170,Joondalup,98.9285,-31.78349268,115.7667032
54200,Kalamunda,324.2957,-32.01224507,116.1227635
54280,Kalgoorlie/Boulder,95498.052,-30.74941314,125.0512267
54310,Karratha,15239.4525,-21.04922609,117.035895
54340,Katanning,1518.1854,-33.64830044,117.6842163
54410,Kellerberrin,1915.433,-31.58234584,117.8145258
54480,Kent,5624.5818,-33.55082935,118.5722355
54550,Kojonup,2930.9926,-33.90763659,117.0480118
54620,Kondinin,7440.8016,-32.42731714,119.1847992
54690,Koorda,2832.3131,-30.59049156,117.4254614
54760,Kulin,4718.9219,-32.71752012,118.5761062
54830,Kwinana,120.0121,-32.2276902,115.828662
54900,Lake Grace,11886.3199,-33.05989716,119.2875284
54970,Laverton,179984.601,-27.89112094,125.4014777
55040,Leonora,31915.0562,-28.21232792,121.1453661
55110,Mandurah,174.8967,-32.63379595,115.682924
55180,Manjimup,7029.6077,-34.55714017,116.3256781
55250,Meekatharra,100188.5477,-25.14011036,118.8640127
55320,Melville,52.8506,-32.04744661,115.8293882
55390,Menzies,124110.9368,-29.57510539,123.9709154
55460,Merredin,3293.7824,-31.51532775,118.3593488
55530,Mingenew,1934.8857,-29.15819915,115.4842493
55600,Moora,3763.0254,-30.49805819,116.1854438
55670,Morawa,3510.5928,-29.06691948,116.0170873
55740,Mosman Park,4.3472,-32.01480439,115.7655457
55810,Mount Magnet,13858.1182,-28.2380656,117.9764084
55880,Mount Marshall,10184.5937,-30.18376616,117.9621777
55950,Mukinbudin,3426.9441,-30.62995354,118.3111358
56090,Mundaring,643.1794,-31.89993671,116.2516392
56160,Murchison,45046.0922,-26.75184647,116.299754
56230,Murray,1703.4688,-32.62366266,115.9894316
56300,Nannup,3053.9361,-34.12843586,115.6638961
56370,Narembeen,3809.0285,-32.04711572,118.6538482
56460,Narrogin,1631.3024,-32.99537812,117.2622494
56580,Nedlands,19.9466,-31.97240006,115.7899486
56620,Ngaanyatjarraku,159821.7026,-25.09484257,126.8353632
56730,Northam,1431.2215,-31.68594733,116.6359961
56790,Northampton,12543.7142,-27.75307949,114.6459137
56860,Nungarin,1166.0245,-31.14939384,118.2080881
56930,Peppermint Grove,1.0677,-31.99933321,115.7671427
57000,Perenjori,8301.3551,-29.4439406,116.6114162
57080,Perth,12.0213,-31.95763435,115.8506626
57140,Pingelly,1294.5721,-32.51995909,117.2220465
57210,Plantagenet,4876.6821,-34.597219,117.561969
57280,Port Hedland,18417.0777,-20.92912306,118.6732035
57350,Quairading,2016.9269,-32.0048157,117.4234397
57420,Ravensthorpe,9841.7503,-33.61619563,120.1385985
57490,Rockingham,257.497,-32.34418253,115.7889968
57630,Sandstone,32605.2911,-28.33591443,119.1731127
57700,Serpentine-Jarrahdale,901.2056,-32.3442558,116.034331
57770,Shark Bay,24201.3839,-26.5367245,114.5251419
57840,South Perth,19.8116,-31.99785705,115.8700148
57910,Stirling,104.727,-31.88569324,115.8196269
57980,Subiaco,6.9764,-31.95765936,115.8186702
58050,Swan,1043.2271,-31.74142372,116.0674223
58190,Tammin,1101.692,-31.60667627,117.4949909
58260,Three Springs,2656.6928,-29.52576731,115.5773157
58330,Toodyay,1691.6486,-31.47109271,116.3806547
58400,Trayning,1651.2043,-31.14401176,117.8068733
58470,Upper Gascoyne,57809.8737,-24.72658929,116.3551111
58510,Victoria Park,17.9397,-31.97971369,115.90147
58540,Victoria Plains,2551.0132,-31.01433503,116.3195939
58570,Vincent,11.3769,-31.9312904,115.8525446
58610,Wagin,1946.1763,-33.27669357,117.3699291
58680,Wandering,1903.8645,-32.54718278,116.5812551
58760,Wanneroo,685.068,-31.6122814,115.7632567
58820,Waroona,832.2286,-32.85795233,115.9200953
58890,West Arthur,2831.8272,-33.45713017,116.7393672
59030,Westonia,3319.4497,-30.96757687,118.656247
59100,Wickepin,2040.8985,-32.80696476,117.6717617
59170,Williams,2304.7119,-33.07142707,116.7280892
59250,Wiluna,181297.3382,-25.3120282,122.2450795
